job,sex,year,count,perc
Dressmaker / Seamstress,women,1960,186323,0.002143923037992
Dressmaker / Seamstress,women,1970,163170,0.001493385502096
Dressmaker / Seamstress,women,1980,141472,0.0011009251017470001
Dressmaker / Seamstress,women,1990,125498,0.000841558604516
Dressmaker / Seamstress,women,2000,115374,0.000686250209691
Dyer,men,1850,2326,0.00043024659455900003
Dyer,men,1860,2715,0.000321894747175
Dyer,men,1870,2310,0.000175945855595
Dyer,men,1880,5188,0.00028338448692700005
Dyer,men,1900,17179,0.000578616790274
Dyer,men,1910,16375,0.000420638629879
Dyer,men,1920,17962,0.00042778417490500005
Dyer,men,1930,21242,0.00043591059470000004
Dyer,men,1940,24246,0.000465988947378
Dyer,men,1950,28005,0.000461056588921
Dyer,men,1960,21118,0.00024299397667600003
Dyer,men,1970,25750,0.00023567246846200002
Dyer,men,1980,0,0.0
Dyer,men,1990,0,0.0
Dyer,men,2000,0,0.0
Dyer,women,1850,0,0.0
Dyer,women,1860,101,1.1974721718e-05
Dyer,women,1870,202,1.5385741484000003e-05
Dyer,women,1880,99,5.407683925000001e-06
Dyer,women,1900,603,2.0310025294000002e-05
Dyer,women,1910,504,1.2946679050000001e-05
Dyer,women,1920,1110,2.64358331e-05
Dyer,women,1930,0,0.0
Dyer,women,1940,758,1.4568160608000002e-05
Dyer,women,1950,2297,3.7816353678000005e-05
Dyer,women,1960,1395,1.6051548321e-05
Dyer,women,1970,3107,2.8436285806e-05
Dyer,women,1980,0,0.0
Dyer,women,1990,0,0.0
Dyer,women,2000,0,0.0
Economist,men,1850,0,0.0
Economist,men,1860,0,0.0
Economist,men,1870,0,0.0
Economist,men,1880,0,0.0
Economist,men,1900,0,0.0
Economist,men,1910,0,0.0
Economist,men,1920,101,2.405422651e-06
Economist,men,1930,1011,2.0746898184000002e-05
Economist,men,1940,0,0.0
Economist,men,1950,6678,0.00010994236389200001
Economist,men,1960,16035,0.00018450650705600002
Economist,men,1970,61492,0.000562795007016
Economist,men,1980,74162,0.0005771234406510001
Economist,men,1990,93846,0.0006293081068980001
Economist,men,2000,71392,0.00042464311690900005
Economist,women,1850,0,0.0
Economist,women,1860,0,0.0
Economist,women,1870,0,0.0
Economist,women,1880,0,0.0
Economist,women,1900,0,0.0
Economist,women,1910,0,0.0
Economist,women,1920,100,2.3816065850000003e-06
Economist,women,1930,0,0.0
Economist,women,1940,0,0.0
Economist,women,1950,3251,5.3522405662000004e-05
Economist,women,1960,3289,3.7844833283e-05
Economist,women,1970,10717,9.8085508524e-05
Economist,women,1980,32636,0.00025397104459200004
Economist,women,1990,74349,0.0004985660384000001
Economist,women,2000,64767,0.000385237292033
Editor / Reporter,men,1850,2327,0.00043043156729900004
Editor / Reporter,men,1860,3611,0.000428125941823
Editor / Reporter,men,1870,5834,0.000444358494174
Editor / Reporter,men,1880,11872,0.000648485086509
Editor / Reporter,men,1900,28136,0.0009476664538770001
Editor / Reporter,men,1910,31492,0.0008089619378420001
Editor / Reporter,men,1920,28555,0.0006800677605170001
Editor / Reporter,men,1930,49037,0.001006296386042
Editor / Reporter,men,1940,47417,0.000911317244817
Editor / Reporter,men,1950,66138,0.001088854157404
Editor / Reporter,men,1960,94148,0.001083312667684
Editor / Reporter,men,1970,159347,0.0014583961488170002
Editor / Reporter,men,1980,186706,0.0014529328916450001
Editor / Reporter,men,1990,221291,0.001483922812731
Editor / Reporter,men,2000,239429,0.0014241354330790002
Editor / Reporter,women,1850,0,0.0
Editor / Reporter,women,1860,0,0.0
Editor / Reporter,women,1870,100,7.6167037050000005e-06
Editor / Reporter,women,1880,400,2.1849227982000002e-05
Editor / Reporter,women,1900,2711,9.131090974000001e-05
Editor / Reporter,women,1910,3524,9.0524001935e-05
Editor / Reporter,women,1920,5750,0.000136942378671
Editor / Reporter,women,1930,12637,0.000259325966727
Editor / Reporter,women,1940,15064,0.000289518168081
Editor / Reporter,women,1950,25334,0.000417082936037
Editor / Reporter,women,1960,69526,0.000799999963179
Editor / Reporter,women,1970,117199,0.0010726437915060001
Editor / Reporter,women,1980,200657,0.001561498587291
Editor / Reporter,women,1990,278778,0.0018694164420940001
Editor / Reporter,women,2000,318909,0.001896886370606
Electrician,men,1850,0,0.0
Electrician,men,1860,0,0.0
Electrician,men,1870,101,7.692870742000001e-06
Electrician,men,1880,400,2.1849227982000002e-05
Electrician,men,1900,46435,0.001564006674217
Electrician,men,1910,130726,0.0033580705666960003
Electrician,men,1920,206165,0.004910039217201
Electrician,men,1930,257818,0.005290725812276
Electrician,men,1940,217697,0.0041839641952280005
Electrician,men,1950,325389,0.005356998479295
Electrician,men,1960,384469,0.0044238872629450005
Electrician,men,1970,494793,0.00452850825972
Electrician,men,1980,698214,0.005433451983371001
Electrician,men,1990,777440,0.005213320702287001
Electrician,men,2000,868613,0.005166552718899001
Electrician,women,1850,0,0.0
Electrician,women,1860,0,0.0
Electrician,women,1870,100,7.6167037050000005e-06
Electrician,women,1880,0,0.0
Electrician,women,1900,502,1.6908180261000003e-05
Electrician,women,1910,252,6.4733395250000005e-06
Electrician,women,1920,2017,4.8037004831e-05
Electrician,women,1930,0,0.0
Electrician,women,1940,1898,3.6478059148e-05
Electrician,women,1950,2213,3.6433430861000003e-05
Electrician,women,1960,4685,5.3907888092e-05
Electrician,women,1970,13323,0.000121936477565
Electrician,women,1980,15435,0.00012011407872500001
Electrician,women,1990,21758,0.000145903776291
Electrician,women,2000,24584,0.000146226837546
Electrotyper,men,1850,0,0.0
Electrotyper,men,1860,100,1.1856160116e-05
Electrotyper,men,1870,100,7.6167037050000005e-06
Electrotyper,men,1880,999,5.4568446885e-05
Electrotyper,men,1900,2206,7.4301684576e-05
Electrotyper,men,1910,5541,0.00014233640599400002
Electrotyper,men,1920,3933,9.3668587011e-05
Electrotyper,men,1930,9099,0.000186722083663
Electrotyper,men,1940,9311,0.00017895005728900003
Electrotyper,men,1950,18965,0.000312227752504
Electrotyper,men,1960,9759,0.000112291799336
Electrotyper,men,1970,6913,6.3270049494e-05
Electrotyper,men,1980,0,0.0
Electrotyper,men,1990,0,0.0
Electrotyper,men,2000,0,0.0
Electrotyper,women,1850,0,0.0
Electrotyper,women,1860,0,0.0
Electrotyper,women,1870,0,0.0
Electrotyper,women,1880,0,0.0
Electrotyper,women,1900,100,3.368163398e-06
Electrotyper,women,1910,753,1.934295501e-05
Electrotyper,women,1920,101,2.405422651e-06
Electrotyper,women,1930,505,1.0363188509e-05
Electrotyper,women,1940,606,1.1646840803000002e-05
Electrotyper,women,1950,1605,2.6423703810000003e-05
Electrotyper,women,1960,298,3.4289329030000004e-06
Electrotyper,women,1970,301,2.7548509900000004e-06
Electrotyper,women,1980,0,0.0
Electrotyper,women,1990,0,0.0
Electrotyper,women,2000,0,0.0
Elevator Operator,men,1850,0,0.0
Elevator Operator,men,1860,0,0.0
Elevator Operator,men,1870,0,0.0
Elevator Operator,men,1880,0,0.0
Elevator Operator,men,1900,11247,0.000378817337459
Elevator Operator,men,1910,18893,0.00048532064942300004
Elevator Operator,men,1920,31072,0.000740012798277
Elevator Operator,men,1930,71278,0.0014627076249420002
Elevator Operator,men,1940,72757,0.0013983320071110001
Elevator Operator,men,1950,67776,0.0011158211523210001
Elevator Operator,men,1960,69127,0.000795408875164
Elevator Operator,men,1970,38849,0.00035555882436000003
Elevator Operator,men,1980,21958,0.00017087560354100002
Elevator Operator,men,1990,11416,7.655287756900001e-05
Elevator Operator,men,2000,0,0.0
Elevator Operator,women,1850,0,0.0
Elevator Operator,women,1860,0,0.0
Elevator Operator,women,1870,0,0.0
Elevator Operator,women,1880,0,0.0
Elevator Operator,women,1900,0,0.0
Elevator Operator,women,1910,0,0.0
Elevator Operator,women,1920,6156,0.00014661170140900002
Elevator Operator,women,1930,13143,0.00026970967640200003
Elevator Operator,women,1940,14365,0.000276083940818
Elevator Operator,women,1950,29340,0.00048303518368
Elevator Operator,women,1960,45326,0.000521542995872
Elevator Operator,women,1970,19036,0.000174223732413
Elevator Operator,women,1980,7664,5.9640706145e-05
Elevator Operator,women,1990,3215,2.1558996267e-05
Elevator Operator,women,2000,0,0.0
Engineer,men,1850,0,0.0
Engineer,men,1860,0,0.0
Engineer,men,1870,101,7.692870742000001e-06
Engineer,men,1880,0,0.0
Engineer,men,1900,1006,3.3883723791e-05
Engineer,men,1910,0,0.0
Engineer,men,1920,9888,0.00023549325918400003
Engineer,men,1930,12636,0.00025930544556200004
Engineer,men,1940,0,0.0
Engineer,men,1950,78147,0.0012865627300290001
Engineer,men,1960,152998,0.0017604693836330001
Engineer,men,1970,253425,0.0023194289444670004
Engineer,men,1980,308454,0.002400367219905
Engineer,men,1990,395357,0.0026511664345720003
Engineer,men,2000,396626,0.002359150897679
Engineer,women,1850,0,0.0
Engineer,women,1860,0,0.0
Engineer,women,1870,0,0.0
Engineer,women,1880,0,0.0
Engineer,women,1900,0,0.0
Engineer,women,1910,0,0.0
Engineer,women,1920,101,2.405422651e-06
Engineer,women,1930,0,0.0
Engineer,women,1940,0,0.0
Engineer,women,1950,333,5.482301164e-06
Engineer,women,1960,1096,1.2611108932000002e-05
Engineer,women,1970,4508,4.1258698556e-05
Engineer,women,1980,13670,0.00010637897351300001
Engineer,women,1990,41711,0.00027970366820900003
Engineer,women,2000,49325,0.000293387518791
Engineer - Aeuronautical,men,1850,0,0.0
Engineer - Aeuronautical,men,1860,0,0.0
Engineer - Aeuronautical,men,1870,0,0.0
Engineer - Aeuronautical,men,1880,0,0.0
Engineer - Aeuronautical,men,1900,0,0.0
Engineer - Aeuronautical,men,1910,0,0.0
Engineer - Aeuronautical,men,1920,403,9.597874539000001e-06
Engineer - Aeuronautical,men,1930,3035,6.228173688500001e-05
Engineer - Aeuronautical,men,1940,0,0.0
Engineer - Aeuronautical,men,1950,18100,0.00029798694017000004
Engineer - Aeuronautical,men,1960,54294,0.000624733164583
Engineer - Aeuronautical,men,1970,70109,0.000641660624909
Engineer - Aeuronautical,men,1980,89216,0.000694272604313
Engineer - Aeuronautical,men,1990,144618,0.0009697726040890001
Engineer - Aeuronautical,men,2000,117501,0.000698901709994
Engineer - Aeuronautical,women,1850,0,0.0
Engineer - Aeuronautical,women,1860,0,0.0
Engineer - Aeuronautical,women,1870,0,0.0
Engineer - Aeuronautical,women,1880,0,0.0
Engineer - Aeuronautical,women,1900,0,0.0
Engineer - Aeuronautical,women,1910,0,0.0
Engineer - Aeuronautical,women,1920,0,0.0
Engineer - Aeuronautical,women,1930,0,0.0
Engineer - Aeuronautical,women,1940,0,0.0
Engineer - Aeuronautical,women,1950,545,8.972534938e-06
Engineer - Aeuronautical,women,1960,897,1.0321318168000001e-05
Engineer - Aeuronautical,women,1970,2003,1.8332114731000003e-05
Engineer - Aeuronautical,women,1980,3140,2.4435257997e-05
Engineer - Aeuronautical,women,1990,13004,8.7201613516e-05
Engineer - Aeuronautical,women,2000,11645,6.926503104500001e-05
Engineer - Chemical,men,1850,0,0.0
Engineer - Chemical,men,1860,0,0.0
Engineer - Chemical,men,1870,0,0.0
Engineer - Chemical,men,1880,0,0.0
Engineer - Chemical,men,1900,100,3.368163398e-06
Engineer - Chemical,men,1910,0,0.0
Engineer - Chemical,men,1920,1312,3.1246678403e-05
Engineer - Chemical,men,1930,7075,0.000145187244962
Engineer - Chemical,men,1940,11561,0.00022219327809300002
Engineer - Chemical,men,1950,30515,0.000502379639741
Engineer - Chemical,men,1960,42658,0.000490843690551
Engineer - Chemical,men,1970,53196,0.000486867286691
Engineer - Chemical,men,1980,59210,0.000460768033776
Engineer - Chemical,men,1990,65561,0.000439635880019
Engineer - Chemical,men,2000,62749,0.00037323412907500005
Engineer - Chemical,women,1850,0,0.0
Engineer - Chemical,women,1860,0,0.0
Engineer - Chemical,women,1870,0,0.0
Engineer - Chemical,women,1880,0,0.0
Engineer - Chemical,women,1900,0,0.0
Engineer - Chemical,women,1910,0,0.0
Engineer - Chemical,women,1920,0,0.0
Engineer - Chemical,women,1930,0,0.0
Engineer - Chemical,women,1940,203,3.901499476e-06
Engineer - Chemical,women,1950,1545,2.5435901799000004e-05
Engineer - Chemical,women,1960,897,1.0321318168000001e-05
Engineer - Chemical,women,1970,1205,1.1028556291000001e-05
Engineer - Chemical,women,1980,3282,2.5540291958e-05
Engineer - Chemical,women,1990,8189,5.4913412264000005e-05
Engineer - Chemical,women,2000,10994,6.5392851121e-05
Engineer - Civil,men,1850,607,0.00011227845352400001
Engineer - Civil,men,1860,2507,0.00029723393413200004
Engineer - Civil,men,1870,4019,0.00030611532192100004
Engineer - Civil,men,1880,6381,0.000348549809384
Engineer - Civil,men,1900,18597,0.0006263773472680001
Engineer - Civil,men,1910,47349,0.0012162942586970002
Engineer - Civil,men,1920,68401,0.0016290427206150002
Engineer - Civil,men,1930,85930,0.0017633837398820002
Engineer - Civil,men,1940,90394,0.0017373012005830002
Engineer - Civil,men,1950,127908,0.002105796328362
Engineer - Civil,men,1960,172552,0.001985467215811
Engineer - Civil,men,1970,188593,0.0017260651590160002
Engineer - Civil,men,1980,214288,0.001667574065562
Engineer - Civil,men,1990,259854,0.0017425167701320002
Engineer - Civil,men,2000,275116,0.0016364034590920001
Engineer - Civil,women,1850,0,0.0
Engineer - Civil,women,1860,0,0.0
Engineer - Civil,women,1870,0,0.0
Engineer - Civil,women,1880,0,0.0
Engineer - Civil,women,1900,0,0.0
Engineer - Civil,women,1910,1258,3.2315321916000006e-05
Engineer - Civil,women,1920,0,0.0
Engineer - Civil,women,1930,0,0.0
Engineer - Civil,women,1940,303,5.823420401000001e-06
Engineer - Civil,women,1950,4171,6.866870317400001e-05
Engineer - Civil,women,1960,1194,1.3738744585000001e-05
Engineer - Civil,women,1970,3405,3.116367981e-05
Engineer - Civil,women,1980,7342,5.713492491100001e-05
Engineer - Civil,women,1990,19468,0.00013054760165600001
Engineer - Civil,women,2000,32554,0.00019363278837700003
Engineer - Electrical,men,1850,0,0.0
Engineer - Electrical,men,1860,0,0.0
Engineer - Electrical,men,1870,0,0.0
Engineer - Electrical,men,1880,0,0.0
Engineer - Electrical,men,1900,6644,0.000223780776214
Engineer - Electrical,men,1910,0,0.0
Engineer - Electrical,men,1920,29464,0.0007017165643810001
Engineer - Electrical,men,1930,54095,0.001110092440462
Engineer - Electrical,men,1940,55931,0.001074949592338
Engineer - Electrical,men,1950,110418,0.0018178520419760002
Engineer - Electrical,men,1960,183872,0.002115720640187
Engineer - Electrical,men,1970,301011,0.0027549516661850002
Engineer - Electrical,men,1980,325825,0.002535547113753
Engineer - Electrical,men,1990,463684,0.00310935042771
Engineer - Electrical,men,2000,377014,0.002242497759949
Engineer - Electrical,women,1850,0,0.0
Engineer - Electrical,women,1860,0,0.0
Engineer - Electrical,women,1870,0,0.0
Engineer - Electrical,women,1880,0,0.0
Engineer - Electrical,women,1900,0,0.0
Engineer - Electrical,women,1910,0,0.0
Engineer - Electrical,women,1920,202,4.810845302e-06
Engineer - Electrical,women,1930,0,0.0
Engineer - Electrical,women,1940,202,3.882280267000001e-06
Engineer - Electrical,women,1950,1010,1.6628000528e-05
Engineer - Electrical,women,1960,2196,2.5268243810000003e-05
Engineer - Electrical,women,1970,6709,6.140297440400001e-05
Engineer - Electrical,women,1980,18148,0.000141226452913
Engineer - Electrical,women,1990,50213,0.00033671598119900005
Engineer - Electrical,women,2000,44169,0.000262719377952
Engineer - Industrial,men,1850,0,0.0
Engineer - Industrial,men,1860,0,0.0
Engineer - Industrial,men,1870,0,0.0
Engineer - Industrial,men,1880,0,0.0
Engineer - Industrial,men,1900,0,0.0
Engineer - Industrial,men,1910,0,0.0
Engineer - Industrial,men,1920,3331,7.9331315366e-05
Engineer - Industrial,men,1930,7078,0.000145248808459
Engineer - Industrial,men,1940,13750,0.000264264127132
Engineer - Industrial,men,1950,46819,0.0007707983730300001
Engineer - Industrial,men,1960,103512,0.0011910594049500001
Engineer - Industrial,men,1970,187121,0.001712592930916
Engineer - Industrial,men,1980,287934,0.0022406820306950003
Engineer - Industrial,men,1990,390793,0.0026205613773520003
Engineer - Industrial,men,2000,570889,0.0033956757671590003
Engineer - Industrial,women,1850,0,0.0
Engineer - Industrial,women,1860,0,0.0
Engineer - Industrial,women,1870,0,0.0
Engineer - Industrial,women,1880,0,0.0
Engineer - Industrial,women,1900,0,0.0
Engineer - Industrial,women,1910,0,0.0
Engineer - Industrial,women,1920,0,0.0
Engineer - Industrial,women,1930,0,0.0
Engineer - Industrial,women,1940,1372,2.6368755085e-05
Engineer - Industrial,women,1950,843,1.3878618263e-05
Engineer - Industrial,women,1960,2594,2.9847825338e-05
Engineer - Industrial,women,1970,6610,6.0496893846e-05
Engineer - Industrial,women,1980,56732,0.000441484412974
Engineer - Industrial,women,1990,137988,0.0009253134609320001
Engineer - Industrial,women,2000,285490,0.001698108519811
Engineer - Mechanical,men,1850,101,1.8682246797e-05
Engineer - Mechanical,men,1860,300,3.5568480350000006e-05
Engineer - Mechanical,men,1870,202,1.5385741484000003e-05
Engineer - Mechanical,men,1880,399,2.1794604912000002e-05
Engineer - Mechanical,men,1900,11145,0.00037538181079200004
Engineer - Mechanical,men,1910,14607,0.00037522250178
Engineer - Mechanical,men,1920,26647,0.0006346267068640001
Engineer - Mechanical,men,1930,43477,0.0008921987066080001
Engineer - Mechanical,men,1940,81157,0.001559773364778
Engineer - Mechanical,men,1950,117503,0.0019344949961810002
Engineer - Mechanical,men,1960,167238,0.0019243217478660001
Engineer - Mechanical,men,1970,194229,0.001777647684541
Engineer - Mechanical,men,1980,228850,0.0017808945200100002
Engineer - Mechanical,men,1990,215965,0.0014482079716370002
Engineer - Mechanical,men,2000,297908,0.0017719713927620002
Engineer - Mechanical,women,1850,0,0.0
Engineer - Mechanical,women,1860,0,0.0
Engineer - Mechanical,women,1870,0,0.0
Engineer - Mechanical,women,1880,0,0.0
Engineer - Mechanical,women,1900,101,3.401845032e-06
Engineer - Mechanical,women,1910,0,0.0
Engineer - Mechanical,women,1920,0,0.0
Engineer - Mechanical,women,1930,0,0.0
Engineer - Mechanical,women,1940,202,3.882280267000001e-06
Engineer - Mechanical,women,1950,746,1.2281671677000001e-05
Engineer - Mechanical,women,1960,599,6.8923852650000005e-06
Engineer - Mechanical,women,1970,1704,1.5595568398000002e-05
Engineer - Mechanical,women,1980,5288,4.1150842131e-05
Engineer - Mechanical,women,1990,11152,7.4782558746e-05
Engineer - Mechanical,women,2000,20586,0.000122446537492
Engineer - Metallurgical,men,1850,0,0.0
Engineer - Metallurgical,men,1860,0,0.0
Engineer - Metallurgical,men,1870,0,0.0
Engineer - Metallurgical,men,1880,0,0.0
Engineer - Metallurgical,men,1900,0,0.0
Engineer - Metallurgical,men,1910,0,0.0
Engineer - Metallurgical,men,1920,1108,2.6388200968000002e-05
Engineer - Metallurgical,men,1930,3538,7.260388306400001e-05
Engineer - Metallurgical,men,1940,10425,0.00020036025638900002
Engineer - Metallurgical,men,1950,11737,0.00019323053683800002
Engineer - Metallurgical,men,1960,18527,0.000213180670796
Engineer - Metallurgical,men,1970,15622,0.00014297768164300002
Engineer - Metallurgical,men,1980,25544,0.00019878160200600002
Engineer - Metallurgical,men,1990,17850,0.00011969769311500001
Engineer - Metallurgical,men,2000,36887,0.00021940568485800003
Engineer - Metallurgical,women,1850,0,0.0
Engineer - Metallurgical,women,1860,0,0.0
Engineer - Metallurgical,women,1870,0,0.0
Engineer - Metallurgical,women,1880,0,0.0
Engineer - Metallurgical,women,1900,0,0.0
Engineer - Metallurgical,women,1910,0,0.0
Engineer - Metallurgical,women,1920,0,0.0
Engineer - Metallurgical,women,1930,0,0.0
Engineer - Metallurgical,women,1940,1414,2.7175961873e-05
Engineer - Metallurgical,women,1950,679,1.1178626098e-05
Engineer - Metallurgical,women,1960,700,8.054540376e-06
Engineer - Metallurgical,women,1970,401,3.670083877e-06
Engineer - Metallurgical,women,1980,1380,1.0739062432000001e-05
Engineer - Metallurgical,women,1990,2562,1.7180139482e-05
Engineer - Metallurgical,women,2000,4554,2.7087415318000002e-05
Engineer - Mining,men,1850,0,0.0
Engineer - Mining,men,1860,100,1.1856160116e-05
Engineer - Mining,men,1870,100,7.6167037050000005e-06
Engineer - Mining,men,1880,999,5.4568446885e-05
Engineer - Mining,men,1900,3417,0.00011509014333500001
Engineer - Mining,men,1910,10328,0.000265304169123
Engineer - Mining,men,1920,6256,0.00014899330799500002
Engineer - Mining,men,1930,8091,0.000166036748974
Engineer - Mining,men,1940,0,0.0
Engineer - Mining,men,1950,10661,0.000175515954097
Engineer - Mining,men,1960,12947,0.000148974477508
Engineer - Mining,men,1970,17124,0.00015672447960900002
Engineer - Mining,men,1980,35084,0.000273021207516
Engineer - Mining,men,1990,33345,0.00022360333764300002
Engineer - Mining,men,2000,23729,0.000141141255618
Engineer - Mining,women,1850,0,0.0
Engineer - Mining,women,1860,0,0.0
Engineer - Mining,women,1870,0,0.0
Engineer - Mining,women,1880,0,0.0
Engineer - Mining,women,1900,0,0.0
Engineer - Mining,women,1910,0,0.0
Engineer - Mining,women,1920,0,0.0
Engineer - Mining,women,1930,0,0.0
Engineer - Mining,women,1940,0,0.0
Engineer - Mining,women,1950,420,6.914614081e-06
Engineer - Mining,women,1960,0,0.0
Engineer - Mining,women,1970,201,1.839618103e-06
Engineer - Mining,women,1980,1462,1.1377180634e-05
Engineer - Mining,women,1990,2347,1.5738402562e-05
Engineer - Mining,women,2000,1776,1.0563735091000001e-05
Engraver,men,1850,1820,0.00033665038783200005
Engraver,men,1860,2608,0.00030920865585
Engraver,men,1870,3516,0.00026780330228200005
Engraver,men,1880,5884,0.00032140214361600004
Engraver,men,1900,9368,0.00031552954719600004
Engraver,men,1910,13348,0.000342881492008
Engraver,men,1920,10088,0.00024025647235500003
Engraver,men,1930,13141,0.000269668634071
Engraver,men,1940,8127,0.000156194513542
Engraver,men,1950,9858,0.000162295870508
Engraver,men,1960,12760,0.000146822764579
Engraver,men,1970,7511,6.8743142159e-05
Engraver,men,1980,10670,8.3033185617e-05
Engraver,men,1990,13165,8.8281239768e-05
Engraver,men,2000,11601,6.9003316887e-05
Engraver,women,1850,0,0.0
Engraver,women,1860,0,0.0
Engraver,women,1870,0,0.0
Engraver,women,1880,0,0.0
Engraver,women,1900,500,1.6840816993e-05
Engraver,women,1910,252,6.4733395250000005e-06
Engraver,women,1920,606,1.4432535908e-05
Engraver,women,1930,3035,6.228173688500001e-05
Engraver,women,1940,808,1.552912107e-05
Engraver,women,1950,1318,2.1698717521e-05
Engraver,women,1960,2591,2.9813305879000003e-05
Engraver,women,1970,3504,3.2069760368e-05
Engraver,women,1980,7723,6.0099839973000004e-05
Engraver,women,1990,7785,5.2204288005000006e-05
Engraver,women,2000,6674,3.9697279278e-05
Entertainer,men,1850,910,0.00016832519391600002
Entertainer,men,1860,501,5.939936218600001e-05
Entertainer,men,1870,604,4.6004890380000003e-05
Entertainer,men,1880,3593,0.00019626069034900002
Entertainer,men,1900,3713,0.00012505990699600002
Entertainer,men,1910,22165,0.0005693713118340001
Entertainer,men,1920,3632,8.6499951188e-05
Entertainer,men,1930,9609,0.000197187877999
Entertainer,men,1940,6756,0.00012984497766600002
Entertainer,men,1950,11328,0.00018649701979300002
Entertainer,men,1960,10860,0.0001249604407
Entertainer,men,1970,55995,0.0005124846552050001
Entertainer,men,1980,70659,0.0005498633423170001
Entertainer,men,1990,100096,0.0006712190638710001
Entertainer,men,2000,84890,0.000504929882821
Entertainer,women,1850,0,0.0
Entertainer,women,1860,0,0.0
Entertainer,women,1870,101,7.692870742000001e-06
Entertainer,women,1880,398,2.1739981842000003e-05
Entertainer,women,1900,402,1.3540016863e-05
Entertainer,women,1910,252,6.4733395250000005e-06
Entertainer,women,1920,403,9.597874539000001e-06
Entertainer,women,1930,1518,3.1151129025e-05
Entertainer,women,1940,897,1.7239630693e-05
Entertainer,women,1950,6703,0.000110353948064
Entertainer,women,1960,5075,5.8395417730000004e-05
Entertainer,women,1970,26138,0.000239223572064
Entertainer,women,1980,48109,0.00037438083663100005
Entertainer,women,1990,102835,0.000689586121655
Entertainer,women,2000,122685,0.000729736396206
Farm Advisor,men,1850,0,0.0
Farm Advisor,men,1860,100,1.1856160116e-05
Farm Advisor,men,1870,0,0.0
Farm Advisor,men,1880,0,0.0
Farm Advisor,men,1900,0,0.0
Farm Advisor,men,1910,0,0.0
Farm Advisor,men,1920,3127,7.4472837931e-05
Farm Advisor,men,1930,4549,9.3350781248e-05
Farm Advisor,men,1940,7677,0.000147545869381
Farm Advisor,men,1950,6357,0.00010465762313
Farm Advisor,men,1960,7078,8.1442909693e-05
Farm Advisor,men,1970,6811,6.2336511949e-05
Farm Advisor,men,1980,0,0.0
Farm Advisor,men,1990,0,0.0
Farm Advisor,men,2000,0,0.0
Farm Advisor,women,1850,0,0.0
Farm Advisor,women,1860,0,0.0
Farm Advisor,women,1870,0,0.0
Farm Advisor,women,1880,0,0.0
Farm Advisor,women,1900,0,0.0
Farm Advisor,women,1910,0,0.0
Farm Advisor,women,1920,202,4.810845302e-06
Farm Advisor,women,1930,505,1.0363188509e-05
Farm Advisor,women,1940,4520,8.687082579100001e-05
Farm Advisor,women,1950,8128,0.00013381424584
Farm Advisor,women,1960,10762,0.000123832805047
Farm Advisor,women,1970,10811,9.8945827438e-05
Farm Advisor,women,1980,0,0.0
Farm Advisor,women,1990,0,0.0
Farm Advisor,women,2000,0,0.0
Farm Foreman,men,1850,16270,0.0030095064890280003
Farm Foreman,men,1860,31787,0.0037687176163800004
Farm Foreman,men,1870,2810,0.00021402937412200003
Farm Foreman,men,1880,3790,0.00020702143513
Farm Foreman,men,1900,4022,0.00013546753189800002
Farm Foreman,men,1910,51894,0.001333045560853
Farm Foreman,men,1920,15337,0.00036526700203300003
Farm Foreman,men,1930,20723,0.00042526010987500005
Farm Foreman,men,1940,24110,0.000463375134921
Farm Foreman,men,1950,18215,0.00029988022735900004
Farm Foreman,men,1960,28900,0.00033253745269200003
Farm Foreman,men,1970,38151,0.00034917049880700004
Farm Foreman,men,1980,50749,0.00039492512998000003
Farm Foreman,men,1990,42815,0.000287106819649
Farm Foreman,men,2000,57670,0.000343023988011
Farm Foreman,women,1850,101,1.8682246797e-05
Farm Foreman,women,1860,402,4.766176367e-05
Farm Foreman,women,1870,0,0.0
Farm Foreman,women,1880,199,1.0869990921000001e-05
Farm Foreman,women,1900,100,3.368163398e-06
Farm Foreman,women,1910,5794,0.00014883543337500002
Farm Foreman,women,1920,1211,2.8841255751000002e-05
Farm Foreman,women,1930,1518,3.1151129025e-05
Farm Foreman,women,1940,303,5.823420401000001e-06
Farm Foreman,women,1950,420,6.914614081e-06
Farm Foreman,women,1960,1495,1.7202196947e-05
Farm Foreman,women,1970,4011,3.6709991106e-05
Farm Foreman,women,1980,12963,0.000100877149499
Farm Foreman,women,1990,8331,5.586562920700001e-05
Farm Foreman,women,2000,11769,7.0002589126e-05
Farm Laborer,men,1850,296047,0.054760624926704006
Farm Laborer,men,1860,841587,0.09977990224358801
Farm Laborer,men,1870,2595826,0.197716375128446
Farm Laborer,men,1880,2913760,0.159158516312879
Farm Laborer,men,1900,3964960,0.133546331495786
Farm Laborer,men,1910,5061866,0.13002848115264
Farm Laborer,men,1920,3295843,0.078494013939019
Farm Laborer,men,1930,3489124,0.07160089058574301
Farm Laborer,men,1940,3086228,0.059314861712888
Farm Laborer,men,1950,2188723,0.036033749704503
Farm Laborer,men,1960,1784546,0.020533854015644
Farm Laborer,men,1970,1407937,0.012885902455503001
Farm Laborer,men,1980,995680,0.007748311364142
Farm Laborer,men,1990,853810,0.0057254390677350005
Farm Laborer,men,2000,856153,0.005092440027888
Farm Laborer,women,1850,1313,0.000242869208364
Farm Laborer,women,1860,18465,0.0021892399655980004
Farm Laborer,women,1870,401852,0.030607876174333002
